userid,accountid,Order,ActualDate,month,type
AValdivia,197,69039,1/12/2021,1,outbound
AValdivia,197,75137,2/9/2021,2,outbound
AValdivia,197,76321,2/11/2021,2,outbound
AValdivia,197,77584,2/18/2021,2,outbound
AValdivia,197,80385,3/5/2021,3,outbound
SYSADMIN,400,64286,1/7/2021,1,outbound
SYSADMIN,400,64325,1/13/2021,1,outbound
SYSADMIN,400,64326,1/12/2021,1,outbound
SYSADMIN,400,64376,1/4/2021,1,outbound
SYSADMIN,400,64394,1/4/2021,1,outbound
SYSADMIN,400,64395,1/4/2021,1,outbound
SYSADMIN,400,64396,1/4/2021,1,outbound
SYSADMIN,400,64397,1/4/2021,1,outbound
SYSADMIN,400,64398,1/4/2021,1,outbound
SYSADMIN,400,64399,1/4/2021,1,outbound
SYSADMIN,400,64400,1/4/2021,1,outbound
SYSADMIN,400,64401,1/4/2021,1,outbound
SYSADMIN,400,64402,1/4/2021,1,outbound
SYSADMIN,400,64403,1/4/2021,1,outbound
SYSADMIN,400,64404,1/4/2021,1,outbound
SYSADMIN,400,64405,1/4/2021,1,outbound
SYSADMIN,400,64407,1/4/2021,1,outbound
SYSADMIN,400,64408,1/4/2021,1,outbound
SYSADMIN,400,64409,1/4/2021,1,outbound
SYSADMIN,400,64410,1/4/2021,1,outbound
SYSADMIN,400,64411,1/4/2021,1,outbound
SYSADMIN,400,64412,1/4/2021,1,outbound
SYSADMIN,400,64413,1/4/2021,1,outbound
SYSADMIN,400,64414,1/4/2021,1,outbound
SYSADMIN,400,64415,1/4/2021,1,outbound
SYSADMIN,400,64416,1/4/2021,1,outbound
SYSADMIN,400,64417,1/4/2021,1,outbound
SYSADMIN,400,64418,1/4/2021,1,outbound
SYSADMIN,400,64419,1/4/2021,1,outbound
SYSADMIN,400,64420,1/4/2021,1,outbound
SYSADMIN,400,64421,1/4/2021,1,outbound
SYSADMIN,400,64422,1/4/2021,1,outbound
SYSADMIN,400,64423,1/4/2021,1,outbound
SYSADMIN,400,64424,1/4/2021,1,outbound
SYSADMIN,400,64425,1/4/2021,1,outbound
SYSADMIN,400,64426,1/4/2021,1,outbound
SYSADMIN,400,64427,1/4/2021,1,outbound
SYSADMIN,400,64428,1/4/2021,1,outbound
SYSADMIN,400,64429,1/4/2021,1,outbound
SYSADMIN,400,64430,1/4/2021,1,outbound
SYSADMIN,400,64431,1/4/2021,1,outbound
SYSADMIN,400,64432,1/4/2021,1,outbound
SYSADMIN,400,64433,1/4/2021,1,outbound
SYSADMIN,400,64434,1/4/2021,1,outbound
SYSADMIN,400,64435,1/4/2021,1,outbound
SYSADMIN,400,64436,1/4/2021,1,outbound
SYSADMIN,400,64437,1/4/2021,1,outbound
SYSADMIN,400,64438,1/4/2021,1,outbound
SYSADMIN,400,64439,1/4/2021,1,outbound
SYSADMIN,400,64440,1/4/2021,1,outbound
SYSADMIN,400,64441,1/4/2021,1,outbound
SYSADMIN,400,64442,1/4/2021,1,outbound
SYSADMIN,400,64443,1/4/2021,1,outbound
SYSADMIN,400,64444,1/4/2021,1,outbound
SYSADMIN,400,64445,1/4/2021,1,outbound
SYSADMIN,400,64446,1/4/2021,1,outbound
SYSADMIN,400,64447,1/4/2021,1,outbound
SYSADMIN,400,64448,1/4/2021,1,outbound
SYSADMIN,400,64449,1/4/2021,1,outbound
SYSADMIN,400,64450,1/4/2021,1,outbound
SYSADMIN,400,64451,1/4/2021,1,outbound
SYSADMIN,400,64452,1/4/2021,1,outbound
SYSADMIN,400,64453,1/4/2021,1,outbound
SYSADMIN,400,64454,1/4/2021,1,outbound
SYSADMIN,400,64455,1/4/2021,1,outbound
SYSADMIN,400,64456,1/4/2021,1,outbound
SYSADMIN,400,64457,1/4/2021,1,outbound
SYSADMIN,400,64458,1/4/2021,1,outbound
SYSADMIN,400,64459,1/4/2021,1,outbound
SYSADMIN,400,64460,1/4/2021,1,outbound
SYSADMIN,400,64461,1/4/2021,1,outbound
SYSADMIN,400,64462,1/4/2021,1,outbound
SYSADMIN,400,64463,1/4/2021,1,outbound
SYSADMIN,400,64464,1/4/2021,1,outbound
SYSADMIN,400,64465,1/4/2021,1,outbound
SYSADMIN,400,64466,1/4/2021,1,outbound
SYSADMIN,400,64467,1/4/2021,1,outbound
SYSADMIN,400,64468,1/4/2021,1,outbound
SYSADMIN,400,64469,1/4/2021,1,outbound
SYSADMIN,400,64470,1/4/2021,1,outbound
SYSADMIN,400,64472,1/4/2021,1,outbound
SYSADMIN,400,64473,1/4/2021,1,outbound
SYSADMIN,400,64474,1/4/2021,1,outbound
SYSADMIN,400,64475,1/4/2021,1,outbound
SYSADMIN,400,64476,1/4/2021,1,outbound
SYSADMIN,400,64477,1/4/2021,1,outbound
SYSADMIN,400,64478,1/4/2021,1,outbound
SYSADMIN,400,64479,1/4/2021,1,outbound
SYSADMIN,400,64480,1/4/2021,1,outbound
SYSADMIN,400,64481,1/4/2021,1,outbound
SYSADMIN,400,64482,1/4/2021,1,outbound
SYSADMIN,400,64483,1/4/2021,1,outbound
SYSADMIN,400,64484,1/4/2021,1,outbound
SYSADMIN,400,64485,1/4/2021,1,outbound
SYSADMIN,400,64486,1/4/2021,1,outbound
SYSADMIN,400,64487,1/4/2021,1,outbound
SYSADMIN,400,64488,1/4/2021,1,outbound
SYSADMIN,400,64489,1/4/2021,1,outbound
SYSADMIN,400,64490,1/4/2021,1,outbound
SYSADMIN,400,64491,1/4/2021,1,outbound
SYSADMIN,400,64492,1/4/2021,1,outbound
SYSADMIN,400,64493,1/4/2021,1,outbound
SYSADMIN,400,64494,1/4/2021,1,outbound
SYSADMIN,400,64495,1/4/2021,1,outbound
SYSADMIN,400,64496,1/4/2021,1,outbound
SYSADMIN,400,64497,1/4/2021,1,outbound
SYSADMIN,400,64498,1/4/2021,1,outbound
SYSADMIN,400,64499,1/4/2021,1,outbound
SYSADMIN,400,64500,1/4/2021,1,outbound
SYSADMIN,400,64501,1/4/2021,1,outbound
SYSADMIN,400,64502,1/4/2021,1,outbound
SYSADMIN,400,64503,1/4/2021,1,outbound
SYSADMIN,400,64759,1/4/2021,1,outbound
SYSADMIN,400,64760,1/4/2021,1,outbound
SYSADMIN,400,64761,1/4/2021,1,outbound
SYSADMIN,400,64762,1/4/2021,1,outbound
SYSADMIN,400,64763,1/4/2021,1,outbound
SYSADMIN,400,64764,1/4/2021,1,outbound
SYSADMIN,400,64765,1/4/2021,1,outbound
SYSADMIN,400,64766,1/4/2021,1,outbound
SYSADMIN,400,64767,1/4/2021,1,outbound
SYSADMIN,400,64769,1/4/2021,1,outbound
SYSADMIN,400,64770,1/4/2021,1,outbound
SYSADMIN,400,64771,1/4/2021,1,outbound
SYSADMIN,400,64772,1/4/2021,1,outbound
SYSADMIN,400,64773,1/4/2021,1,outbound
SYSADMIN,400,64774,1/4/2021,1,outbound
SYSADMIN,400,64775,1/4/2021,1,outbound
SYSADMIN,400,64776,1/4/2021,1,outbound
SYSADMIN,400,64777,1/4/2021,1,outbound
SYSADMIN,400,64778,1/4/2021,1,outbound
SYSADMIN,400,64779,1/4/2021,1,outbound
SYSADMIN,400,64780,1/4/2021,1,outbound
SYSADMIN,400,64781,1/4/2021,1,outbound
SYSADMIN,400,64782,1/4/2021,1,outbound
SYSADMIN,400,64783,1/4/2021,1,outbound
SYSADMIN,400,64784,1/4/2021,1,outbound
SYSADMIN,400,64785,1/4/2021,1,outbound
SYSADMIN,400,64786,1/4/2021,1,outbound
SYSADMIN,400,64787,1/4/2021,1,outbound
SYSADMIN,400,64788,1/4/2021,1,outbound
SYSADMIN,400,64789,1/4/2021,1,outbound
SYSADMIN,400,64790,1/4/2021,1,outbound
SYSADMIN,400,64791,1/4/2021,1,outbound
SYSADMIN,400,64792,1/4/2021,1,outbound
SYSADMIN,400,64793,1/4/2021,1,outbound
SYSADMIN,400,64794,1/4/2021,1,outbound
SYSADMIN,400,64795,1/4/2021,1,outbound
SYSADMIN,400,64796,1/4/2021,1,outbound
SYSADMIN,400,64797,1/4/2021,1,outbound
SYSADMIN,400,64798,1/4/2021,1,outbound
SYSADMIN,400,64799,1/4/2021,1,outbound
SYSADMIN,400,64800,1/4/2021,1,outbound
SYSADMIN,400,64801,1/4/2021,1,outbound
SYSADMIN,400,64802,1/4/2021,1,outbound
SYSADMIN,400,64803,1/4/2021,1,outbound
SYSADMIN,400,64804,1/4/2021,1,outbound
SYSADMIN,400,64805,1/4/2021,1,outbound
SYSADMIN,400,64806,1/4/2021,1,outbound
SYSADMIN,400,64807,1/4/2021,1,outbound
SYSADMIN,400,64808,1/4/2021,1,outbound
SYSADMIN,400,64809,1/4/2021,1,outbound
SYSADMIN,400,64810,1/4/2021,1,outbound
SYSADMIN,400,64811,1/4/2021,1,outbound
SYSADMIN,400,64812,1/4/2021,1,outbound
SYSADMIN,400,64813,1/4/2021,1,outbound
SYSADMIN,400,64814,1/4/2021,1,outbound
SYSADMIN,400,64815,1/4/2021,1,outbound
SYSADMIN,400,64816,1/4/2021,1,outbound
SYSADMIN,400,64817,1/4/2021,1,outbound
SYSADMIN,400,64818,1/4/2021,1,outbound
SYSADMIN,400,64819,1/4/2021,1,outbound
SYSADMIN,400,64820,1/4/2021,1,outbound
SYSADMIN,400,64821,1/4/2021,1,outbound
SYSADMIN,400,64822,1/4/2021,1,outbound
SYSADMIN,400,64823,1/4/2021,1,outbound
SYSADMIN,400,64824,1/4/2021,1,outbound
SYSADMIN,400,64825,1/4/2021,1,outbound
SYSADMIN,400,64826,1/4/2021,1,outbound
SYSADMIN,400,64827,1/4/2021,1,outbound
SYSADMIN,400,64828,1/4/2021,1,outbound
SYSADMIN,400,64829,1/4/2021,1,outbound
SYSADMIN,400,64830,1/4/2021,1,outbound
SYSADMIN,400,64831,1/4/2021,1,outbound
SYSADMIN,400,64832,1/4/2021,1,outbound
SYSADMIN,400,64833,1/4/2021,1,outbound
SYSADMIN,400,64834,1/4/2021,1,outbound
SYSADMIN,400,64835,1/4/2021,1,outbound
SYSADMIN,400,64836,1/4/2021,1,outbound
SYSADMIN,400,64837,1/4/2021,1,outbound
SYSADMIN,400,64838,1/4/2021,1,outbound
SYSADMIN,400,64839,1/4/2021,1,outbound
SYSADMIN,400,64840,1/4/2021,1,outbound
SYSADMIN,400,64841,1/4/2021,1,outbound
SYSADMIN,400,64842,1/4/2021,1,outbound
SYSADMIN,400,64843,1/4/2021,1,outbound
SYSADMIN,400,64844,1/4/2021,1,outbound
SYSADMIN,400,64845,1/4/2021,1,outbound
SYSADMIN,400,64846,1/4/2021,1,outbound
SYSADMIN,400,64847,1/4/2021,1,outbound
SYSADMIN,400,64848,1/4/2021,1,outbound
SYSADMIN,400,64849,1/4/2021,1,outbound
SYSADMIN,400,64850,1/4/2021,1,outbound
SYSADMIN,400,64851,1/4/2021,1,outbound
SYSADMIN,400,64852,1/4/2021,1,outbound
SYSADMIN,400,64853,1/4/2021,1,outbound
SYSADMIN,400,64854,1/4/2021,1,outbound
SYSADMIN,400,64855,1/4/2021,1,outbound
SYSADMIN,400,64856,1/4/2021,1,outbound
SYSADMIN,400,64857,1/4/2021,1,outbound
SYSADMIN,400,64858,1/4/2021,1,outbound
SYSADMIN,400,64859,1/4/2021,1,outbound
SYSADMIN,400,64860,1/4/2021,1,outbound
SYSADMIN,400,64861,1/4/2021,1,outbound
SYSADMIN,400,64862,1/4/2021,1,outbound
SYSADMIN,400,64863,1/4/2021,1,outbound
SYSADMIN,400,64864,1/4/2021,1,outbound
SYSADMIN,400,64865,1/4/2021,1,outbound
SYSADMIN,400,64866,1/4/2021,1,outbound
SYSADMIN,400,64867,1/4/2021,1,outbound
SYSADMIN,400,64868,1/4/2021,1,outbound
SYSADMIN,400,64869,1/4/2021,1,outbound
SYSADMIN,400,64870,1/4/2021,1,outbound
SYSADMIN,400,64871,1/4/2021,1,outbound
SYSADMIN,400,64872,1/4/2021,1,outbound
SYSADMIN,400,64873,1/4/2021,1,outbound
SYSADMIN,400,64874,1/4/2021,1,outbound
SYSADMIN,400,64875,1/4/2021,1,outbound
SYSADMIN,400,64876,1/4/2021,1,outbound
SYSADMIN,400,61268,1/7/2021,1,outbound
SYSADMIN,400,65055,1/5/2021,1,outbound
SYSADMIN,400,65056,1/5/2021,1,outbound
SYSADMIN,400,65057,1/5/2021,1,outbound
SYSADMIN,400,65058,1/5/2021,1,outbound
SYSADMIN,400,65059,1/5/2021,1,outbound
SYSADMIN,400,65060,1/5/2021,1,outbound
SYSADMIN,400,65061,1/5/2021,1,outbound
SYSADMIN,400,65062,1/5/2021,1,outbound
SYSADMIN,400,65063,1/5/2021,1,outbound
SYSADMIN,400,65064,1/5/2021,1,outbound
SYSADMIN,400,65065,1/5/2021,1,outbound
SYSADMIN,400,65066,1/5/2021,1,outbound
SYSADMIN,400,65067,1/5/2021,1,outbound
SYSADMIN,400,65068,1/5/2021,1,outbound
SYSADMIN,400,65069,1/5/2021,1,outbound
SYSADMIN,400,65070,1/5/2021,1,outbound
SYSADMIN,400,65071,1/5/2021,1,outbound
SYSADMIN,400,65072,1/5/2021,1,outbound
SYSADMIN,400,65073,1/5/2021,1,outbound
SYSADMIN,400,65074,1/5/2021,1,outbound
SYSADMIN,400,65075,1/5/2021,1,outbound
SYSADMIN,400,65076,1/5/2021,1,outbound
SYSADMIN,400,65077,1/5/2021,1,outbound
SYSADMIN,400,65078,1/5/2021,1,outbound
SYSADMIN,400,65079,1/5/2021,1,outbound
SYSADMIN,400,65080,1/5/2021,1,outbound
SYSADMIN,400,65081,1/5/2021,1,outbound
SYSADMIN,400,65082,1/5/2021,1,outbound
SYSADMIN,400,65083,1/5/2021,1,outbound
SYSADMIN,400,65084,1/5/2021,1,outbound
SYSADMIN,400,65085,1/5/2021,1,outbound
SYSADMIN,400,65086,1/5/2021,1,outbound
SYSADMIN,400,65087,1/5/2021,1,outbound
SYSADMIN,400,65088,1/5/2021,1,outbound
SYSADMIN,400,65089,1/5/2021,1,outbound
SYSADMIN,400,65090,1/5/2021,1,outbound
SYSADMIN,400,65091,1/5/2021,1,outbound
SYSADMIN,400,65092,1/5/2021,1,outbound
SYSADMIN,400,65093,1/5/2021,1,outbound
SYSADMIN,400,65094,1/5/2021,1,outbound
SYSADMIN,400,65095,1/5/2021,1,outbound
SYSADMIN,400,65096,1/5/2021,1,outbound
SYSADMIN,400,65097,1/5/2021,1,outbound
SYSADMIN,400,65098,1/5/2021,1,outbound
SYSADMIN,400,65099,1/5/2021,1,outbound
SYSADMIN,400,65100,1/5/2021,1,outbound
SYSADMIN,400,65101,1/5/2021,1,outbound
SYSADMIN,400,65102,1/5/2021,1,outbound
SYSADMIN,400,65103,1/5/2021,1,outbound
SYSADMIN,400,65104,1/5/2021,1,outbound
SYSADMIN,400,65105,1/5/2021,1,outbound
SYSADMIN,400,65106,1/5/2021,1,outbound
SYSADMIN,400,65107,1/5/2021,1,outbound
SYSADMIN,400,65108,1/5/2021,1,outbound
SYSADMIN,400,65109,1/5/2021,1,outbound
SYSADMIN,400,65110,1/5/2021,1,outbound
SYSADMIN,400,65111,1/5/2021,1,outbound
SYSADMIN,400,65112,1/5/2021,1,outbound
SYSADMIN,400,65113,1/5/2021,1,outbound
SYSADMIN,400,65114,1/5/2021,1,outbound
SYSADMIN,400,65115,1/5/2021,1,outbound
SYSADMIN,400,65116,1/5/2021,1,outbound
SYSADMIN,400,65117,1/5/2021,1,outbound
SYSADMIN,400,65118,1/5/2021,1,outbound
SYSADMIN,400,65119,1/5/2021,1,outbound
SYSADMIN,400,65120,1/5/2021,1,outbound
SYSADMIN,400,65121,1/5/2021,1,outbound
SYSADMIN,400,65122,1/5/2021,1,outbound
SYSADMIN,400,65124,1/5/2021,1,outbound
SYSADMIN,400,65125,1/5/2021,1,outbound
SYSADMIN,400,65126,1/5/2021,1,outbound
SYSADMIN,400,65127,1/5/2021,1,outbound
SYSADMIN,400,65128,1/5/2021,1,outbound
SYSADMIN,400,65129,1/5/2021,1,outbound
SYSADMIN,400,65130,1/5/2021,1,outbound
SYSADMIN,400,65131,1/5/2021,1,outbound
SYSADMIN,400,65132,1/5/2021,1,outbound
SYSADMIN,400,65133,1/5/2021,1,outbound
SYSADMIN,400,65134,1/5/2021,1,outbound
SYSADMIN,400,65135,1/5/2021,1,outbound
SYSADMIN,400,65136,1/5/2021,1,outbound
SYSADMIN,400,65137,1/5/2021,1,outbound
SYSADMIN,400,65138,1/5/2021,1,outbound
SYSADMIN,400,65139,1/5/2021,1,outbound
SYSADMIN,400,65140,1/5/2021,1,outbound
SYSADMIN,400,65141,1/5/2021,1,outbound
SYSADMIN,400,65142,1/5/2021,1,outbound
SYSADMIN,400,65143,1/5/2021,1,outbound
SYSADMIN,400,65144,1/5/2021,1,outbound
SYSADMIN,400,65145,1/5/2021,1,outbound
SYSADMIN,400,65146,1/5/2021,1,outbound
SYSADMIN,400,65147,1/5/2021,1,outbound
SYSADMIN,400,65148,1/5/2021,1,outbound
SYSADMIN,400,65149,1/5/2021,1,outbound
SYSADMIN,400,65150,1/5/2021,1,outbound
SYSADMIN,400,65151,1/5/2021,1,outbound
SYSADMIN,400,65152,1/5/2021,1,outbound
SYSADMIN,400,65153,1/5/2021,1,outbound
SYSADMIN,400,65154,1/5/2021,1,outbound
SYSADMIN,400,65155,1/5/2021,1,outbound
SYSADMIN,400,65156,1/5/2021,1,outbound
SYSADMIN,400,65157,1/5/2021,1,outbound
SYSADMIN,400,65158,1/5/2021,1,outbound
SYSADMIN,400,65159,1/5/2021,1,outbound
SYSADMIN,400,65160,1/5/2021,1,outbound
SYSADMIN,400,65161,1/5/2021,1,outbound
SYSADMIN,400,65162,1/5/2021,1,outbound
SYSADMIN,400,65163,1/5/2021,1,outbound
SYSADMIN,400,65164,1/5/2021,1,outbound
SYSADMIN,400,65165,1/5/2021,1,outbound
SYSADMIN,400,65166,1/5/2021,1,outbound
SYSADMIN,400,65167,1/5/2021,1,outbound
SYSADMIN,400,65168,1/5/2021,1,outbound
SYSADMIN,400,65169,1/5/2021,1,outbound
SYSADMIN,400,65170,1/5/2021,1,outbound
SYSADMIN,400,65171,1/5/2021,1,outbound
SYSADMIN,400,64504,1/4/2021,1,outbound
SYSADMIN,400,64505,1/4/2021,1,outbound
SYSADMIN,400,64506,1/4/2021,1,outbound
SYSADMIN,400,64507,1/4/2021,1,outbound
SYSADMIN,400,64508,1/4/2021,1,outbound
SYSADMIN,400,64509,1/4/2021,1,outbound
SYSADMIN,400,64510,1/4/2021,1,outbound
SYSADMIN,400,64511,1/4/2021,1,outbound
SYSADMIN,400,64512,1/4/2021,1,outbound
SYSADMIN,400,64513,1/4/2021,1,outbound
SYSADMIN,400,64514,1/4/2021,1,outbound
SYSADMIN,400,64517,1/4/2021,1,outbound
SYSADMIN,400,64518,1/4/2021,1,outbound
SYSADMIN,400,64519,1/4/2021,1,outbound
SYSADMIN,400,64520,1/4/2021,1,outbound
SYSADMIN,400,64521,1/4/2021,1,outbound
SYSADMIN,400,64522,1/4/2021,1,outbound
SYSADMIN,400,64523,1/4/2021,1,outbound
SYSADMIN,400,64524,1/4/2021,1,outbound
SYSADMIN,400,64525,1/4/2021,1,outbound
SYSADMIN,400,64526,1/4/2021,1,outbound
SYSADMIN,400,64527,1/4/2021,1,outbound
SYSADMIN,400,64528,1/4/2021,1,outbound
SYSADMIN,400,64529,1/4/2021,1,outbound
SYSADMIN,400,64530,1/4/2021,1,outbound
SYSADMIN,400,64531,1/4/2021,1,outbound
SYSADMIN,400,64532,1/4/2021,1,outbound
SYSADMIN,400,64533,1/4/2021,1,outbound
SYSADMIN,400,64534,1/4/2021,1,outbound
SYSADMIN,400,64535,1/4/2021,1,outbound
SYSADMIN,400,64536,1/4/2021,1,outbound
SYSADMIN,400,64537,1/4/2021,1,outbound
SYSADMIN,400,64538,1/4/2021,1,outbound
SYSADMIN,400,64539,1/4/2021,1,outbound
SYSADMIN,400,64540,1/4/2021,1,outbound
SYSADMIN,400,64541,1/4/2021,1,outbound
SYSADMIN,400,64542,1/4/2021,1,outbound
SYSADMIN,400,64543,1/4/2021,1,outbound
SYSADMIN,400,64544,1/4/2021,1,outbound
SYSADMIN,400,64545,1/4/2021,1,outbound
SYSADMIN,400,64546,1/4/2021,1,outbound
SYSADMIN,400,64547,1/4/2021,1,outbound
SYSADMIN,400,64548,1/4/2021,1,outbound
SYSADMIN,400,64549,1/4/2021,1,outbound
SYSADMIN,400,64550,1/4/2021,1,outbound
SYSADMIN,400,64551,1/4/2021,1,outbound
SYSADMIN,400,64552,1/4/2021,1,outbound
SYSADMIN,400,64553,1/4/2021,1,outbound
SYSADMIN,400,64554,1/4/2021,1,outbound
SYSADMIN,400,64555,1/4/2021,1,outbound
SYSADMIN,400,64556,1/4/2021,1,outbound
SYSADMIN,400,64557,1/4/2021,1,outbound
SYSADMIN,400,64558,1/4/2021,1,outbound
SYSADMIN,400,64559,1/4/2021,1,outbound
SYSADMIN,400,64560,1/4/2021,1,outbound
SYSADMIN,400,64561,1/4/2021,1,outbound
SYSADMIN,400,64562,1/4/2021,1,outbound
SYSADMIN,400,64563,1/4/2021,1,outbound
SYSADMIN,400,64564,1/4/2021,1,outbound
SYSADMIN,400,64565,1/4/2021,1,outbound
SYSADMIN,400,64566,1/4/2021,1,outbound
SYSADMIN,400,64567,1/4/2021,1,outbound
SYSADMIN,400,64568,1/4/2021,1,outbound
SYSADMIN,400,64569,1/4/2021,1,outbound
SYSADMIN,400,64570,1/4/2021,1,outbound
SYSADMIN,400,64571,1/4/2021,1,outbound
SYSADMIN,400,64572,1/4/2021,1,outbound
SYSADMIN,400,64573,1/4/2021,1,outbound
SYSADMIN,400,64574,1/4/2021,1,outbound
