userid,accountid,doc_number,id,actual_trans_ts,month,type,,,,
SYSADMIN,400,0000064763,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064764,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064765,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064766,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064767,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064769,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064770,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064771,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064772,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064773,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064774,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064775,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064776,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064777,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064778,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064779,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064780,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064781,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064782,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064783,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064784,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064785,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064786,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064787,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064788,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064789,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064790,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064791,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064792,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064793,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064794,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064795,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064796,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064797,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064798,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064799,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064800,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064801,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064802,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064803,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064804,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064805,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064806,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064807,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064808,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064809,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064810,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064811,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064812,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064813,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064814,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064815,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064816,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064817,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064818,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064819,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064820,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064821,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064822,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064823,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064824,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064825,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064826,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064827,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064828,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064829,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064830,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064831,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064832,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064833,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064834,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064835,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064836,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064837,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064838,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064839,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064840,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064841,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064842,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064843,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064844,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064845,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064846,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064847,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064848,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064849,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064850,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064851,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064852,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064853,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064854,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064855,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064856,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064857,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064858,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064859,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064860,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064861,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064862,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064863,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064864,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064865,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064866,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064867,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064868,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064869,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064870,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064871,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064872,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064873,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064874,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064875,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000064876,,1/4/2021,1,outbound,,,,
SYSADMIN,400,0000061268,,1/7/2021,1,outbound,,,,
SYSADMIN,400,0000065055,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065056,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065057,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065058,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065059,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065060,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065061,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065062,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065063,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065064,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065065,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065066,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065067,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065068,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065069,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065070,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065071,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065072,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065073,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065074,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065075,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065076,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065077,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065078,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065079,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065080,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065081,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065082,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065083,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065084,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065085,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065086,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065087,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065088,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065089,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065090,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065091,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065092,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065093,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065094,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065095,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065096,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065097,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065098,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065099,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065100,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065101,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065102,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065103,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065104,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065105,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065106,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065107,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065108,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065109,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065110,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065111,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065112,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065113,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065114,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065115,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065116,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065117,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065118,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065119,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065120,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065121,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065122,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065124,,1/5/2021,1,outbound,,,,
SYSADMIN,400,0000065125,,1/5/2021,1,outbound,,,,
